S.no,Date & Time,News Category,No. of Headlines Scraped,Time taken for Scraping
1,25-Aug-2022 14:29:41,Indian News,70,0.18077373504638672
2,25-Aug-2022 14:29:41,World News,40,0.8168251514434814
3,25-Aug-2022 14:29:41,Business News,70,1.10432767868042
4,25-Aug-2022 14:29:41,Tech News,70,2.3974218368530273
5,25-Aug-2022 14:29:41,Entertainment News,70,1.3239736557006836
6,25-Aug-2022 14:29:41,Sport News,70,1.4648699760437012
7,25-Aug-2022 14:29:41,Science News,53,0.0937049388885498
8,25-Aug-2022 14:29:41,Health News,70,0.11827206611633301
